% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	1	1	1	1	3	2928	2044458	3052	2074559	0.000925013	0.000489446	0	0.003	679.738	1780.25	9	9422	
0	1	2	2	2	3	2069	2300400	2634	2549962	0.000876083	0.000638262	0	0.003	968.095	1893.98	8	9422	
0	1	3	3	1	3	2350	2322897	2422	2346177	0.000960839	0.000545861	0	0.003	968.694	1947.36	49	9422	
0	1	1	4	7	3	208	1122290	183	1121270	0.00252002	0.000857354	0	0.003	6127.16	4213.51	13	9422	
0	1	1	5	3	3	217	1109436	143	1101912	0.00307213	0.000242385	0.00283214	0.00383214	7705.68	3088.18	105	9422	
0	1	1	6	2	3	215	1131474	167	1126598	0.00287898	0.000592499	0	0.00383214	6746.1	3896.42	105	9422	
0	1	7	7	1	3	1747	1734441	1821	1737738	0.00101873	0.000632027	0	0.00383214	954.277	2267	5	9422	
1	2	2	1	1	3	5938	4973392	6286	5078393	0.000922343	0.00050855	0	0.003	807.889	1827	9	9422	
1	2	2	2	2	3	4518	4922587	5287	5196986	0.000910145	0.000609901	0	0.00383214	982.974	2004.36	7	9422	
1	2	3	3	1	3	4353	4551884	4797	4693151	0.000928213	0.000606725	0	0.003	978.351	2032.74	5	9422	
1	2	1	4	7	3	454	2473854	327	2468647	0.0027312	0.000683542	0	0.003	7549.38	3571.92	13	9422	
1	2	1	5	1	3	2471	3584315	2643	3607625	0.00101059	0.000774565	0	0.00383214	1364.97	2606.52	23	9422	
1	2	1	6	2	3	460	2420896	313	2405625	0.0029434	0.000445044	0	0.00383214	7685.7	3236.78	105	9422	
1	2	1	7	5	3	2863	4151150	3059	4174948	0.00102374	0.000692387	0	0.00383214	1364.81	2569.05	5	9422	
2	3	2	1	1	3	8496	7026390	8985	7169532	0.000935797	0.000523794	0	0.00308214	797.945	1869.45	9	9422	
2	3	2	2	2	3	6640	7595723	7631	8009584	0.000935483	0.000609033	0	0.00383214	1049.61	2035.77	7	9422	
2	3	3	3	6	3	6788	6916471	8050	7259439	0.000858165	0.000624138	0	0.003	901.794	1938.85	5	9422	
2	3	1	4	7	3	686	3800522	486	3791342	0.00275874	0.000666679	0	0.003	7801.12	3371.24	4	9422	
2	3	6	5	1	3	4798	5665386	5345	5757132	0.000946656	0.000706253	0	0.00383214	1077.11	2304.77	5	9422	
2	3	1	6	2	3	960	4003029	759	3980660	0.00217291	0.00108471	0	0.00383214	5244.61	4216.77	105	9422	
2	3	1	7	5	3	3051	5442783	3237	5474766	0.00110441	0.000798419	0	0.00383214	1691.31	2967.31	5	9422	
3	4	2	1	1	3	10813	8730404	11466	8901777	0.000936786	0.000534488	0	0.00308214	776.363	1920.99	8	9422	
3	4	1	2	1	3	8766	9482727	9853	9932026	0.000949275	0.000607022	0	0.00383214	1008.02	2059.84	7	9422	
3	4	3	3	1	3	9062	9047311	10956	9474896	0.000841143	0.000630359	0	0.003	864.813	1945.61	5	9422	
3	4	1	4	7	3	930	5146675	630	5132276	0.00281299	0.000594268	0	0.003	8146.47	3053.19	4	9422	
3	4	1	5	3	3	6809	7468336	7425	7569774	0.000973714	0.000691564	0	0.00383214	1019.5	2288.94	5	9422	
3	4	1	6	2	3	1103	5350375	904	5318899	0.00229562	0.00104683	0	0.00383214	5883.74	4165.2	105	9422	
3	4	7	7	1	3	4334	8406431	5026	8547841	0.00100298	0.000807095	0	0.00383214	1700.72	2792.69	5	9422	
4	5	2	1	1	3	13704	10843187	14860	11133014	0.000919507	0.000545681	0	0.00308214	749.193	1885.46	5	9422	
4	5	2	2	2	3	10530	11107525	11709	11559057	0.000958406	0.000612511	0	0.00383214	987.194	2129.03	7	9422	
4	5	3	3	1	3	11267	12848942	13770	13466681	0.000833849	0.00063621	0	0.003	977.972	1974.36	5	9422	
4	5	1	4	7	3	1168	6491073	780	6472946	0.00284395	0.000540241	0	0.003	8298.65	2897.09	4	9422	
4	5	6	5	1	3	7994	9024621	8631	9136687	0.00100241	0.000703834	0	0.00383214	1058.59	2386.85	5	9422	
4	5	1	6	2	3	1246	6650900	1344	6799166	0.00186327	0.00132966	0	0.00383214	5058.9	4283.53	23	9422	
4	5	1	7	5	3	5430	10854808	6452	11042124	0.000982877	0.000811606	0	0.00383214	1711.43	2763.38	5	9422	
5	6	2	1	1	3	16661	13300443	18424	13822003	0.000905328	0.000550669	0	0.00308214	750.217	1858.16	5	9422	
5	6	2	2	2	3	13906	13994465	15401	14544936	0.000945248	0.000589969	0	0.00383214	944.415	2043.71	6	9422	
5	6	1	3	6	3	12505	14826416	15115	15464178	0.000855001	0.000652265	0	0.00383214	1023.1	2062.25	5	9422	
5	6	1	4	7	3	1410	7778283	1011	7753216	0.00270039	0.000757275	0	0.003	7668.86	3508.55	4	9422	
5	6	6	5	3	3	10539	11186272	11419	11338716	0.00098246	0.000676629	0	0.00383214	992.969	2298.22	5	9422	
5	6	1	6	2	3	1513	7956163	1908	8201376	0.00164412	0.00137133	0	0.00383214	4298.42	4325.93	15	9422	
5	6	1	7	1	3	7028	13190694	8202	13397206	0.00098183	0.000785951	0	0.00383214	1633.41	2715.08	5	9422	
6	7	2	1	1	3	20069	16426081	22042	17030655	0.000908581	0.00054152	0	0.00308214	772.646	1842.37	5	9422	
6	7	2	2	2	3	16510	17193326	18971	18333096	0.000911906	0.000600186	0	0.00383214	966.375	1988.02	6	9422	
6	7	1	3	6	3	12929	16869186	15804	17535485	0.000859491	0.000678678	0	0.00383214	1109.56	2176.85	5	9422	
6	7	1	4	7	3	1560	9108713	1177	9081130	0.00268987	0.000790195	0	0.003	7715.49	3472.8	4	9422	
6	7	1	5	1	3	11858	13133958	12866	13306760	0.000989959	0.000686188	0	0.00383214	1034.26	2338.24	5	9422	
6	7	1	6	2	3	1757	9285059	2066	9521242	0.00174417	0.0013652	0	0.00383214	4608.54	4364.18	15	9422	
6	7	1	7	5	3	8061	14667500	9259	14876190	0.00100544	0.000788252	0	0.00383214	1606.67	2763.61	5	9422	
7	8	1	1	4	3	22075	18884884	24195	19527578	0.000914716	0.000547738	0	0.00308214	807.091	1885.4	5	9422	
7	8	2	2	2	3	18818	20213098	22382	21726791	0.000881789	0.000614072	0	0.00383214	970.726	1962.78	6	9422	
7	8	3	3	1	3	13992	19071843	17122	19937970	0.000864636	0.000690246	0	0.00383214	1164.47	2228.03	5	9422	
7	8	1	4	7	3	1702	10433981	1323	10415913	0.00271729	0.000762574	0	0.003	7872.95	3339.29	4	9422	
7	8	6	5	1	3	12433	14821694	13429	14994690	0.00100679	0.00070808	0	0.00383214	1116.59	2446.17	5	9422	
7	8	1	6	2	3	2002	10597507	2209	10822980	0.00182547	0.00135595	0	0.00383214	4899.49	4368.51	15	9422	
7	8	7	7	1	3	10134	17482234	11834	17930432	0.000967932	0.00076605	0	0.00383214	1515.16	2622.07	5	9422	
8	9	2	1	1	3	24425	20689604	26744	21341503	0.000917082	0.000550528	0	0.00308214	797.992	1909.33	5	9422	
8	9	2	2	2	3	21775	23375954	25799	25087953	0.000879547	0.000607326	0	0.00383214	972.439	1945.75	6	9422	
8	9	3	3	6	3	16124	22579215	19701	23779501	0.000864704	0.000686224	0	0.00383214	1207.02	2197.26	5	9422	
8	9	1	4	7	3	1845	11770896	1466	11752828	0.00274487	0.000729244	0	0.003	8016.94	3205.92	4	9422	
8	9	1	5	3	3	12669	16180689	13606	16347490	0.00102722	0.000732361	0	0.00383214	1201.49	2567.51	5	9422	
8	9	1	6	2	3	2250	11880734	2352	12095182	0.00189688	0.00134372	0	0.00383214	5142.51	4348.95	15	9422	
8	9	7	7	1	3	12164	19367080	14098	19844277	0.000961143	0.000746486	0	0.00383214	1407.6	2573.91	5	9422	
9	10	1	1	4	3	26046	22956005	29399	23841659	0.00089648	0.000572378	0	0.00308214	810.968	1925.42	5	9422	
9	10	2	2	2	3	24765	25987254	29011	27769429	0.000889471	0.000601176	0	0.00383214	957.203	1937.35	6	9422	
9	10	3	3	1	3	18302	25997859	22536	27774152	0.000853282	0.000681839	0	0.00383214	1232.43	2156.25	5	9422	
9	10	1	4	7	3	1988	13118242	1612	13100240	0.00276239	0.000709298	0	0.003	8126.7	3103.01	4	9422	
9	10	1	5	3	3	13117	17568802	14325	17776324	0.0010246	0.000754932	0	0.00383214	1240.93	2636.77	5	9422	
9	10	1	6	2	3	2492	13197215	2500	13402039	0.00195945	0.00132847	0	0.00383214	5360.82	4329.32	15	9422	
9	10	7	7	1	3	15239	23512522	17835	24538703	0.000926611	0.000716358	0	0.00383214	1375.87	2412.19	5	9422	
10	11	2	1	4	3	26337	24296251	30273	25239765	0.000889416	0.0005958	0	0.00308214	833.738	1989.42	5	9422	
10	11	1	2	1	3	26639	28640909	31241	30604696	0.000890777	0.000606858	0	0.00383214	979.632	1956.41	6	9422	
10	11	3	3	1	3	20953	28209758	25957	30181205	0.000844125	0.000675656	0	0.00383214	1162.74	2114.95	5	9422	
10	11	1	4	7	3	2131	14465588	1785	14448767	0.002735	0.000765775	0	0.003	8094.55	3150.92	4	9422	
10	11	1	5	3	3	13490	18891627	14677	19097307	0.001049	0.000780202	0	0.00383214	1301.17	2721.52	5	9422	
10	11	1	6	2	3	2757	14585516	2847	14789234	0.00190741	0.0013514	0	0.00383214	5194.67	4375.85	15	9422	
10	11	7	7	5	3	16800	26105244	21343	28366881	0.000851423	0.000728723	0	0.00383214	1329.1	2312.83	5	9422	
11	12	2	1	1	3	28686	27501794	33297	28584480	0.000879357	0.000598776	0	0.00308214	858.47	1981.56	5	9422	
11	12	2	2	2	3	28599	31123364	34264	33376417	0.000872389	0.000616729	0	0.00383214	974.096	1950.62	6	9422	
11	12	3	3	1	3	23346	31234430	28427	33249780	0.000855507	0.000667777	0	0.00383214	1169.65	2111.65	5	9422	
11	12	1	4	7	3	2296	15773941	2649	15785291	0.00201294	0.00137035	0	0.003	5958.96	4459.15	4	9422	
11	12	6	5	1	3	13893	20251019	15064	20463870	0.00106654	0.000797027	0	0.00383214	1358.46	2801.34	5	9422	
11	12	1	6	2	3	2900	15909896	3005	16115189	0.00194988	0.00134291	0	0.00383214	5362.79	4364.81	15	9422	
